Level 1 (map); unique palletes used: 14; unique colors used: 121
LEVEL PALETTES: 0,1,2,3,5,6,7,8,9,A,B,C,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,368,430,431,433,435,440,450,455,456,479,533,540,544,554,556,560,566,567,58A,600,640,641,644,650,653,665,666,670,678,747,750,753,754,763,776,777,778,780,789,7EC,842,853,857,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A75,A8A,A96,A97,AA0,AAA,ABC,AFD,B5A,B75,B87,BA7,C64,C75,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,D86,DA6,DB8,DE0,E70,E98,EA7,EC7,ED8,EEA,EEF,EF0,F85,FB9,FC4,FC8,FF9,FFA,FFF

Level 2 (map); unique palletes used: 14; unique colors used: 110
LEVEL PALETTES: 0,1,2,3,5,6,7,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,368,430,431,433,440,450,455,456,479,533,540,544,554,556,560,566,567,58A,600,641,644,650,653,665,666,670,678,747,750,753,754,763,776,777,778,780,789,7EC,842,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A74,A75,A8A,A96,A97,AA0,AAA,ABC,AFD,B87,BA7,C64,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,DA6,DB8,DE0,E70,EA7,EC7,ED8,EEA,EEF,EF0,F85,FC4,FC8,FF9,FFA,FFF

Level 3 (map); unique palletes used: 13; unique colors used: 109
LEVEL PALETTES: 1,2,3,5,6,7,8,9,A,C,D,E,F
LEVEL COLORS: 000,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,340,345,430,431,433,435,440,450,455,456,533,540,544,554,556,560,567,600,640,641,644,650,653,666,670,678,700,747,750,753,754,763,777,778,780,789,7EC,842,853,857,864,868,874,889,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A8A,A96,A97,AA0,AAA,AFD,B5A,B75,B87,BA7,C64,C70,C75,C84,C85,C95,CA8,CAC,CB8,CC0,CCA,D86,D90,DA6,DB8,DD0,DE0,E70,E98,EC7,ED8,EEA,EEF,EF0,F85,FB9,FC4,FF9,FFA,FFF

Level 4 (map); unique palletes used: 14; unique colors used: 100
LEVEL PALETTES: 1,2,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,064,086,0A7,0C9,110,111,146,257,340,345,430,431,433,435,440,450,456,520,533,540,560,566,567,640,641,650,665,666,670,678,700,730,750,753,763,776,780,789,7EC,842,853,857,864,874,887,899,89C,900,940,974,985,986,990,998,A53,A64,A74,A75,A96,A97,AA0,AAA,AFD,B50,B5A,B75,B87,BA7,C64,C70,C75,C84,C85,C86,CB8,CC0,CCA,D60,D86,D90,DA6,DB8,DD0,DE0,E70,E98,EA7,EC7,EEF,EF0,F80,FB9,FC8,FF9,FFA

Level 5 (map); unique palletes used: 16; unique colors used: 99
LEVEL PALETTES: 0,1,2,3,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,110,111,340,345,430,433,435,440,450,455,456,520,533,540,544,554,556,560,566,567,600,640,641,644,650,665,666,670,678,730,747,750,753,754,763,776,778,789,842,853,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A64,A74,A75,A8A,A96,A97,AAA,B50,B75,B87,BA7,C64,C75,C84,C85,C86,C95,CA8,CAC,CB8,CCA,D60,D86,DA6,DB8,DD0,E70,E98,EA7,EC7,EEA,EEF,F80,F85,FB9,FC4,FC8,FF9,FFA

Level 6 (map); unique palletes used: 12; unique colors used: 101
LEVEL PALETTES: 1,3,4,6,7,8,9,A,B,C,E,F
LEVEL COLORS: 000,035,040,046,050,060,064,086,090,0A7,0C9,0E0,110,111,146,257,340,345,430,433,435,440,456,520,540,554,560,566,567,640,641,644,650,665,666,678,700,730,747,750,753,754,763,776,777,789,7EC,842,853,864,868,874,887,89C,900,940,974,975,985,986,998,A53,A64,A74,A75,A8A,A96,A97,AAA,ABC,AFD,B50,B87,BA7,C64,C70,C75,C85,C86,C95,CA8,CAC,CB8,CCA,D60,D86,D90,DA6,DB8,DD0,E70,E98,EA7,EC7,ED8,F80,F85,FB9,FC8,FFA,FFF

Level 7 (map); unique palletes used: 14; unique colors used: 107
LEVEL PALETTES: 1,2,3,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,046,060,090,0E0,110,111,146,257,340,345,368,430,431,433,435,450,455,456,479,533,540,544,556,560,566,567,58A,600,640,641,644,650,653,665,666,670,678,700,747,750,753,754,763,776,777,778,780,789,842,857,864,868,874,887,889,899,89C,900,940,974,975,985,986,990,998,A53,A74,A75,A8A,A96,A97,AAA,ABC,B5A,B75,B87,BA7,C64,C70,C84,C85,C86,C95,CA8,CAC,CB8,CC0,CCA,DA6,DB8,DD0,DE0,E70,EA7,EC7,ED8,EEA,EEF,EF0,F85,FC4,FC8,FF9,FFA,FFF

Level 8 (map); unique palletes used: 13; unique colors used: 98
LEVEL PALETTES: 1,4,5,6,7,8,9,A,B,C,D,E,F
LEVEL COLORS: 000,035,040,046,050,064,086,0A7,0C9,110,111,146,257,340,368,431,433,435,450,455,479,520,533,540,554,560,566,567,58A,600,640,641,650,665,666,670,678,700,730,750,753,754,763,776,780,789,7EC,842,853,857,864,874,887,899,89C,900,940,974,985,986,990,998,A53,A64,A74,A75,A96,A97,AA0,AAA,ABC,AFD,B50,B5A,B75,B87,BA7,C64,C75,C85,C86,CB8,CC0,CCA,D86,DA6,DB8,DE0,E70,E98,EA7,EC7,EF0,F85,FB9,FC8,FF9,FFA

TILES:
Row 1: 
  000    TILE 0x0210; PAL: F;     ; Colors: 4 - 111,431,533,641
  009    TILE 0x0307; PAL: 0;     ; Colors: 1 - 000
  010    TILE 0x0368; PAL: C;     ; Colors: 7 - 000,440,665,776,887,998,AAA
  011    TILE 0x0369; PAL: C;     ; Colors: 12 - 000,046,440,554,665,776,789,887,899,89C,998,AAA
  012    TILE 0x036A; PAL: C;     ; Colors: 6 - 000,046,554,789,899,89C
  013    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  014    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  015    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  016    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  017    TILE 0x0305; PAL: 0;     ; Colors: 1 - 000
  018    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  019    TILE 0x0307; PAL: 0;     ; Colors: 1 - 000
  020    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  021    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  022    TILE 0x0308; PAL: 0;     ; Colors: 1 - 000
  023    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  024    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  025    TILE 0x0301; PAL: 0;     ; Colors: 1 - 000
  026    TILE 0x0370; PAL: C;     ; Colors: 5 - 665,776,887,998,AAA
  027    TILE 0x0371; PAL: C;     ; Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  028    TILE 0x0372; PAL: D;     ; Colors: 1 - 000
  029    TILE 0x0362; PAL: D;     ; Colors: 1 - 000
  030    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  031    TILE 0x036A; PAL: D; (FL); Colors: 1 - 000
  032    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  033    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  034    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  035    TILE 0x0309; PAL: 0;     ; Colors: 1 - 000
  036    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  037    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  038    TILE 0x0308; PAL: 0;     ; Colors: 1 - 000
  039    TILE 0x0301; PAL: 0;     ; Colors: 1 - 000
  040    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  041    TILE 0x0301; PAL: 0;     ; Colors: 1 - 000
  042    TILE 0x0370; PAL: C;     ; Colors: 5 - 665,776,887,998,AAA
  043    TILE 0x0371; PAL: C;     ; Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  044    TILE 0x0372; PAL: D;     ; Colors: 1 - 000
  045    TILE 0x0362; PAL: D;     ; Colors: 1 - 000
  046    TILE 0x0362; PAL: D; (FL); Colors: 1 - 000
  047    TILE 0x0372; PAL: D; (FL); Colors: 1 - 000
  048    TILE 0x0301; PAL: 0;     ; Colors: 1 - 000
  049    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  050    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  051    TILE 0x0311; PAL: 0;     ; Colors: 1 - 000
  052    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  053    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  054    TILE 0x0310; PAL: 0;     ; Colors: 1 - 000
  055    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  056    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  057    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  058    TILE 0x0378; PAL: C;     ; Colors: 5 - 665,776,887,998,AAA
  059    TILE 0x0379; PAL: C;     ; Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  060    TILE 0x0372; PAL: D;     ; Colors: 1 - 000
  061    TILE 0x0362; PAL: D;     ; Colors: 1 - 000
  062    TILE 0x0362; PAL: D; (FL); Colors: 1 - 000
  063    TILE 0x0372; PAL: D; (FL); Colors: 1 - 000
  064    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  065    TILE 0x0303; PAL: 6;     ; Colors: 8 - 345,456,567,678,789,C86,EA7,FC8
  066    TILE 0x0302; PAL: 6;     ; Colors: 7 - 456,567,678,789,C86,EA7,FC8
  067    TILE 0x0309; PAL: 0;     ; Colors: 1 - 000
  068    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  069    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  070    TILE 0x0308; PAL: 0;     ; Colors: 1 - 000
  071    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  072    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  073    TILE 0x0301; PAL: 0;     ; Colors: 1 - 000
  074    TILE 0x0370; PAL: C;     ; Colors: 5 - 665,776,887,998,AAA
  075    TILE 0x0371; PAL: C;     ; Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  076    TILE 0x0372; PAL: D;     ; Colors: 1 - 000
  077    TILE 0x0362; PAL: D;     ; Colors: 1 - 000
  078    TILE 0x0362; PAL: D; (FL); Colors: 1 - 000
  079    TILE 0x0372; PAL: D; (FL); Colors: 1 - 000
  080    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  081    TILE 0x0302; PAL: 6;     ; Colors: 7 - 456,567,678,789,C86,EA7,FC8
  082    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  083    TILE 0x0311; PAL: 0;     ; Colors: 1 - 000
  084    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  085    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  086    TILE 0x0310; PAL: 0;     ; Colors: 1 - 000
  087    TILE 0x0302; PAL: 6;     ; Colors: 7 - 456,567,678,789,C86,EA7,FC8
  088    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  089    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  090    TILE 0x0378; PAL: C;     ; Colors: 5 - 665,776,887,998,AAA
  091    TILE 0x0379; PAL: C;     ; Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  092    TILE 0x0372; PAL: D;     ; Colors: 1 - 000
  093    TILE 0x0362; PAL: D;     ; Colors: 1 - 000
  094    TILE 0x0362; PAL: D; (FL); Colors: 1 - 000
  095    TILE 0x0372; PAL: D; (FL); Colors: 1 - 000
  096    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  097    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  098    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  099    TILE 0x0309; PAL: 0;     ; Colors: 1 - 000
  100    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  101    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  102    TILE 0x0310; PAL: 0;     ; Colors: 1 - 000
  103    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  104    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  105    TILE 0x0302; PAL: 6;     ; Colors: 7 - 456,567,678,789,C86,EA7,FC8
  106    TILE 0x0370; PAL: C;     ; Colors: 5 - 665,776,887,998,AAA
  107    TILE 0x0371; PAL: C;     ; Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  108    TILE 0x0372; PAL: D;     ; Colors: 1 - 000
  109    TILE 0x0362; PAL: D;     ; Colors: 1 - 000
  110    TILE 0x0362; PAL: D; (FL); Colors: 1 - 000
  111    TILE 0x0372; PAL: D; (FL); Colors: 1 - 000
  112    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  113    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  114    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  115    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  116    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  117    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  118    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  119    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  120    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  121    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  122    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  123    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  124    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  125    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  126    TILE 0x031F; PAL: 6; (FL); Colors: 1 - 000
  127    TILE 0x031F; PAL: 6; (FL); Colors: 1 - 000

Row 57: 
  000    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  001    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  002    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  003    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  004    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  005    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  006    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  007    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  008    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  009    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  010    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  011    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  012    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  013    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  014    TILE 0x0326; PAL: 6;     ; Colors: 5 - 046,456,567,678,789
  015    TILE 0x0344; PAL: 6;     ; Colors: 7 - 046,345,567,678,753,789,864
  016    TILE 0x03A5; PAL: 8;     ; Colors: 6 - 000,A64,C75,D86,E98,FB9
  017    TILE 0x03A6; PAL: 8;     ; Colors: 7 - 000,853,A64,C75,D86,E98,FB9
  018    TILE 0x03A7; PAL: 8;     ; Colors: 6 - 000,853,A64,C75,D86,E98
  019    TILE 0x03AE; PAL: 8;     ; Colors: 8 - 000,640,853,A64,C75,D86,E98,FB9
  020    TILE 0x03AF; PAL: 8;     ; Colors: 5 - 000,640,853,A64,FB9
  021    TILE 0x03B6; PAL: 8;     ; Colors: 7 - 000,640,853,A64,C75,D86,E98
  022    TILE 0x03B7; PAL: 8;     ; Colors: 6 - 000,853,A64,C75,D86,E98
  023    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  024    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  025    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  026    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  027    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  028    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  029    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  030    TILE 0x032E; PAL: 6;     ; Colors: 6 - 345,456,567,678,753,789
  031    TILE 0x034C; PAL: 2;     ; Colors: 14 - 111,544,556,754,778,889,974,975,AAA,C84,CA8,EEA,EEF,FC4
  032    TILE 0x0384; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  033    TILE 0x0385; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  034    TILE 0x0386; PAL: 8;     ; Colors: 9 - 435,640,853,A64,B75,C75,D86,E98,FB9
  035    TILE 0x0387; PAL: 8;     ; Colors: 8 - 435,853,A64,B75,C75,D86,E98,FB9
  036    TILE 0x03A0; PAL: 8;     ; Colors: 8 - 435,640,853,A64,C75,D86,E98,FB9
  037    TILE 0x03A1; PAL: 8;     ; Colors: 5 - 640,853,A64,C75,E98
  038    TILE 0x03A2; PAL: 8;     ; Colors: 7 - 000,640,853,A64,C75,D86,E98
  039    TILE 0x03C0; PAL: 8;     ; Colors: 3 - 000,640,853
  040    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  041    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  042    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  043    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  044    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  045    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  046    TILE 0x0336; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  047    TILE 0x0354; PAL: 2;     ; Colors: 13 - 111,544,556,754,778,889,975,AAA,C84,CA8,EEA,EEF,FC4
  048    TILE 0x038C; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  049    TILE 0x038D; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  050    TILE 0x038E; PAL: 8;     ; Colors: 8 - 435,640,853,A64,C75,D86,E98,FB9
  051    TILE 0x038F; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  052    TILE 0x03A8; PAL: 8;     ; Colors: 8 - 435,640,853,A64,C75,D86,E98,FB9
  053    TILE 0x03A9; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  054    TILE 0x03AA; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  055    TILE 0x03C8; PAL: 8;     ; Colors: 7 - 000,853,A64,C75,D86,E98,FB9
  056    TILE 0x03C9; PAL: 8;     ; Colors: 2 - 000,853
  057    TILE 0x03CA; PAL: 8;     ; Colors: 2 - 000,853
  058    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  059    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  060    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  061    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  062    TILE 0x033E; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  063    TILE 0x035C; PAL: 2;     ; Colors: 10 - 111,544,556,754,778,889,975,CA8,EEA,FC4
  064    TILE 0x0394; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  065    TILE 0x0395; PAL: 8;     ; Colors: 7 - 435,640,A64,C75,D86,E98,FB9
  066    TILE 0x0396; PAL: 8;     ; Colors: 8 - 435,640,853,A64,C75,D86,E98,FB9
  067    TILE 0x0397; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  068    TILE 0x03B0; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  069    TILE 0x03B1; PAL: 8;     ; Colors: 5 - 853,A64,C75,D86,E98
  070    TILE 0x03B2; PAL: 8;     ; Colors: 6 - 853,A64,C75,D86,E98,FB9
  071    TILE 0x03D0; PAL: 8;     ; Colors: 6 - 853,A64,C75,D86,E98,FB9
  072    TILE 0x03D1; PAL: 8;     ; Colors: 7 - 640,853,A64,C75,D86,E98,FB9
  073    TILE 0x03D2; PAL: 8;     ; Colors: 6 - 000,853,A64,C75,D86,E98
  074    TILE 0x03D3; PAL: 8;     ; Colors: 2 - 000,853
  075    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  076    TILE 0x0076; PAL: B;     ; Colors: 6 - 000,455,566,776,986,A97
  077    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  078    TILE 0x033E; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  079    TILE 0x035C; PAL: 2;     ; Colors: 10 - 111,544,556,754,778,889,975,CA8,EEA,FC4
  080    TILE 0x039C; PAL: 8;     ; Colors: 5 - A64,B75,D86,E98,FB9
  081    TILE 0x039D; PAL: 8;     ; Colors: 5 - A64,B75,D86,E98,FB9
  082    TILE 0x039E; PAL: 8;     ; Colors: 7 - 853,A64,B75,C75,D86,E98,FB9
  083    TILE 0x039F; PAL: 8;     ; Colors: 8 - 640,853,A64,B75,C75,D86,E98,FB9
  084    TILE 0x03B8; PAL: 8;     ; Colors: 5 - 640,853,A64,B75,C75
  085    TILE 0x03B9; PAL: 8;     ; Colors: 7 - 640,853,A64,B75,C75,D86,E98
  086    TILE 0x03BA; PAL: 8;     ; Colors: 5 - A64,B75,C75,D86,E98
  087    TILE 0x03D8; PAL: 8;     ; Colors: 5 - A64,B75,C75,D86,E98
  088    TILE 0x03D9; PAL: 8;     ; Colors: 5 - A64,B75,C75,D86,E98
  089    TILE 0x03DA; PAL: 8;     ; Colors: 6 - 853,A64,B75,C75,D86,E98
  090    TILE 0x03DB; PAL: 8;     ; Colors: 6 - 853,A64,B75,C75,D86,E98
  091    TILE 0x03DC; PAL: 8;     ; Colors: 7 - 000,853,A64,B75,C75,D86,E98
  092    TILE 0x03DD; PAL: 8;     ; Colors: 5 - 000,B75,C75,D86,E98
  093    TILE 0x031F; PAL: 6;     ; Colors: 1 - 000
  094    TILE 0x033E; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  095    TILE 0x035C; PAL: 2;     ; Colors: 10 - 111,544,556,754,778,889,975,CA8,EEA,FC4
  096    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  097    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  098    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  099    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  100    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  101    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  102    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  103    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  104    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  105    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  106    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  107    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  108    TILE 0x03BE; PAL: 8;     ; Colors: 4 - 000,B75,C75,E98
  109    TILE 0x03BF; PAL: 8;     ; Colors: 3 - 000,B75,C75
  110    TILE 0x033E; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  111    TILE 0x035C; PAL: 2;     ; Colors: 10 - 111,544,556,754,778,889,975,CA8,EEA,FC4
  112    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  113    TILE 0x0380; PAL: 8;     ; Colors: 1 - B75
  114    TILE 0x030C; PAL: 0;     ; Colors: 2 - 000,110
  115    TILE 0x030B; PAL: 0;     ; Colors: 2 - 000,110
  116    TILE 0x030C; PAL: 0;     ; Colors: 2 - 000,110
  117    TILE 0x030B; PAL: 0;     ; Colors: 2 - 000,110
  118    TILE 0x030C; PAL: 0;     ; Colors: 2 - 000,110
  119    TILE 0x030D; PAL: 0;     ; Colors: 2 - 000,110
  120    TILE 0x030E; PAL: 0;     ; Colors: 1 - 000
  121    TILE 0x031D; PAL: 0;     ; Colors: 1 - 000
  122    TILE 0x030A; PAL: 0;     ; Colors: 2 - 000,110
  123    TILE 0x030B; PAL: 0;     ; Colors: 2 - 000,110
  124    TILE 0x030C; PAL: 0;     ; Colors: 2 - 000,110
  125    TILE 0x030B; PAL: 0;     ; Colors: 2 - 000,110
  126    TILE 0x033E; PAL: 6;     ; Colors: 5 - 345,456,567,678,789
  127    TILE 0x035C; PAL: 2;     ; Colors: 10 - 111,544,556,754,778,889,975,CA8,EEA,FC4

Row 58: 
  000    TILE 0x0361; PAL: C; (FL); Colors: 7 - 000,440,665,776,887,998,AAA
  001    TILE 0x0360; PAL: C; (FL); Colors: 8 - 000,440,665,776,887,899,998,AAA
  002    TILE 0x0314; PAL: 0;     ; Colors: 1 - 000
  003    TILE 0x0313; PAL: 0;     ; Colors: 1 - 000
  004    TILE 0x0314; PAL: 0;     ; Colors: 1 - 000
  005    TILE 0x0313; PAL: 0;     ; Colors: 1 - 000
  006    TILE 0x0314; PAL: 0;     ; Colors: 1 - 000
  007    TILE 0x0315; PAL: 0;     ; Colors: 1 - 000
  008    TILE 0x0316; PAL: 0;     ; Colors: 1 - 000
  009    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  010    TILE 0x0312; PAL: 0;     ; Colors: 1 - 000
  011    TILE 0x0313; PAL: 0;     ; Colors: 1 - 000
  012    TILE 0x0314; PAL: 0;     ; Colors: 1 - 000
  013    TILE 0x0313; PAL: 0;     ; Colors: 1 - 000
  014    TILE 0x0314; PAL: 0;     ; Colors: 1 - 000
  015    TILE 0x0313; PAL: 0;     ; Colors: 1 - 000
  016    TILE 0x0369; PAL: C; (FL); Colors: 12 - 000,046,440,554,665,776,789,887,899,89C,998,AAA
  017    TILE 0x0368; PAL: C; (FL); Colors: 7 - 000,440,665,776,887,998,AAA
  018    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  019    TILE 0x0305; PAL: 0;     ; Colors: 1 - 000
  020    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  021    TILE 0x0305; PAL: 0;     ; Colors: 1 - 000
  022    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  023    TILE 0x0307; PAL: 0;     ; Colors: 1 - 000
  024    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  025    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
  026    TILE 0x0304; PAL: 0;     ; Colors: 1 - 000
  027    TILE 0x0305; PAL: 0;     ; Colors: 1 - 000
  028    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  029    TILE 0x0305; PAL: 0;     ; Colors: 1 - 000
  030    TILE 0x0306; PAL: 0;     ; Colors: 1 - 000
  031    TILE 0x0307; PAL: 0;     ; Colors: 1 - 000
  032    TILE 0x0371; PAL: C; (FL); Colors: 10 - 000,440,665,776,789,887,899,89C,998,AAA
  033    TILE 0x0370; PAL: C; (FL); Colors: 5 - 665,776,887,998,AAA
  034    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  035    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  036    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  037    TILE 0x0300; PAL: 0;     ; Colors: 1 - 000
  038    TILE 0x0303; PAL: 6;     ; Colors: 8 - 345,456,567,678,789,C86,EA7,FC8
  039    TILE 0x0309; PAL: 0;     ; Colors: 1 - 000
  040    TILE 0x0337; PAL: 0;     ; Colors: 1 - 000
  041    TILE 0x033F; PAL: 0;     ; Colors: 1 - 000
